,label,ArtsName,OverAttackFirst,OverAttackLast,BaseArts,AdditionalArts,Sequence,ArtsCategory,PlayerUse,EnemyUse,Weapon,WeaponSub,Attribute1,Attribute2,TargetParty,TargetType,Attack,AttackCount,BP,Turn,Hit,Speed,AfterCasterSpeed,AfterTargetSpeed,Bump,Hate,Random,BaseParameter1,BaseParameter2,BaseElement,EffectType1,EffectType2,EffectType3,EffectType4,EffectParam1,EffectParam2,EffectParam3,EffectParam4,AddEffect1,AddEffect2,AddEffectParam1,AddEffectParam2,HitArea,SureHit,Penetration,BeforeGuard,AfterGuard,RaceSlayer,ReserveCancel,ReserveType,ReserveProb,DisableSelect,OverAttack,OverAttackLeft,OverAttackSelf,OverAttackRight,AddOverAttackDamage,AddSingleStageDamage
470,EN_M000_A01a_Tri,トライスマッシュ,トライ,スマッシュ,トライスマッシュ,–,M000_A01a,敵専用技,0,1,敵専用,–,斬,雷,敵,単体,51,1,3,0,95,2,0,0,0,28,0,筋,体,–,メカスタン,トライ,–,–,100,0,0,0,–,–,0,0,–,0,0,0,1,–,0,–,0,1,1,1,1,1,26,26
471,EN_M000_A03a,奇襲の牙［2］,奇襲,牙,奇襲の牙［2］,–,M000_A03a,敵専用技,0,1,敵専用,–,打,–,敵,単体,53,1,3,0,95,-1,3,3,0,28,0,技,体,–,ガード不可,–,–,–,100,0,0,0,–,–,0,0,–,0,0,1,0,–,0,打インタラプト,100,0,1,0,1,0,26,7
472,EN_M000_A04a,逆襲の牙［2］,逆襲,牙,逆襲の牙［2］,–,M000_A04a,敵専用技,0,1,敵専用,–,斬,–,敵,単体,53,1,3,0,95,0,3,3,0,28,0,技,体,–,ガード不可,–,–,–,100,0,0,0,–,–,0,0,–,0,0,1,0,–,0,斬インタラプト,100,0,1,0,1,0,26,7
473,EN_M000_A05a,急襲の牙［2］,急襲,牙,急襲の牙［2］,–,M000_A05a,敵専用技,0,1,敵専用,–,突,–,敵,単体,42,1,2,0,95,-2,2,2,0,26,0,技,体,–,ガード不可,–,–,–,100,0,0,0,–,–,0,0,–,0,0,1,0,–,0,突インタラプト,100,0,1,0,1,0,24,6
474,EN_M001_A01a,カバームーブ,カバー,ムーブ,カバームーブ,–,M001_A01a,敵専用技,0,1,敵専用,–,–,–,味方,他者,75,1,2,0,95,1,0,0,0,0,0,–,–,–,–,–,–,–,0,0,0,0,–,–,0,0,–,0,0,0,0,–,0,プロテクト,100,1,0,0,0,0,24,24
475,EN_M001_A02a,アーマーブレイク［2］,アーマー,ブレイク,アーマーブレイク［2］,–,M001_A02a,敵専用技,0,1,敵専用,–,斬,–,敵,単体,20,1,1,0,95,-1,0,0,0,20,0,筋,体,–,防御力,–,–,–,-10,0,0,0,–,–,0,0,–,0,0,0,0,–,0,–,0,0,1,0,1,0,22,22
476,EN_M001_A02a_Tri,トライブレイク,トライ,ブレイク,トライブレイク,–,M001_A02a,敵専用技,0,1,敵専用,–,斬,–,敵,単体,53,1,3,0,95,-1,0,0,0,28,0,筋,体,–,防御力,トライ,–,–,-30,0,0,0,–,–,0,0,–,0,0,0,0,–,0,–,0,1,1,1,1,1,26,26
477,EN_M001_A03a,シャウト,シャ,シャウト,シャウト,–,M001_A03a,敵専用技,0,1,敵専用,–,無,–,敵,全体,14,1,2,0,95,0,0,0,0,14,0,技,集,–,すばやさ,ガード不可,–,–,-8,100,0,0,–,–,0,0,–,0,0,1,0,–,0,打インタラプト,100,0,1,0,1,0,24,6
478,EN_M001_A04a,ブレイクカウンター［2］,ブレイク,カウンター,ブレイクカウンター［2］,–,M001_A04a,敵専用技,0,1,敵専用,–,斬,–,敵,単体,52,1,3,0,95,-2,3,3,0,28,0,技,体,–,防御力,ガード不可,–,–,-20,100,0,0,–,–,0,0,–,1,0,1,0,–,0,カウンター,100,0,1,0,1,0,26,7
479,EN_M001_B01a,火炎,火,炎,火炎,–,M001_B01a,敵専用技,0,1,敵専用,–,熱,–,敵,全体,17,1,3,0,95,-1,3,3,0,17,0,知,集,–,攻撃力,–,–,–,-10,0,0,0,–,–,0,0,–,0,0,0,0,–,0,–,0,0,1,0,1,0,26,26
480,EN_M002_A01a,突進［2］,突,突進,突進［2］,–,M002_A01a,敵専用技,0,1,敵専用,–,打,–,敵,単体,20,1,1,0,84,0,0,0,1,20,0,体,体,–,メカスタン,–,–,–,50,0,0,0,–,–,0,0,–,0,0,1,0,–,0,–,0,0,1,0,1,1,22,22
481,EN_M002_A02a,かちあげ［2］,かち,あげ,かちあげ［2］,–,M002_A02a,敵専用技,0,1,敵専用,–,打,–,敵,単体,29,1,2,0,85,1,0,0,0,22,0,筋,体,–,スタン,–,–,–,50,0,0,0,–,–,0,0,–,0,0,0,0,–,0,–,0,0,1,0,1,0,24,24
482,EN_M002_A05a,イノシシストライク［2］,イノシシ,ストライク,イノシシストライク［2］,–,M002_A05a,敵専用技,0,1,敵専用,–,打,–,敵,単体,44,1,4,0,84,-2,12,6,1,26,0,筋,体,–,–,–,–,–,0,0,0,0,–,–,0,0,–,0,0,0,0,–,0,–,0,0,1,1,1,0,27,27
483,EN_M002_A05a_Tri,トライストライク,トライ,ストライク,トライストライク,–,M002_A05a,敵専用技,0,1,敵専用,–,打,–,敵,単体,66,1,3,0,84,-2,9,5,1,32,0,筋,体,–,トライ,–,–,–,0,0,0,0,–,–,0,0,–,0,0,0,0,–,0,–,0,1,1,1,1,1,26,26
484,EN_M002_A04a,ヒップアタック［2］,ヒップ,アタック,ヒップアタック［2］,–,M002_A04a,敵専用技,0,1,敵専用,–,打,–,敵,単体,36,1,3,0,84,1,0,0,1,24,0,筋,体,–,挑発,–,–,–,100,0,0,0,–,–,0,0,–,0,0,0,0,–,0,–,0,0,1,0,1,1,26,26
485,EN_M002_A03a,悪臭返し［2］,悪臭,返し,悪臭返し［2］,–,M002_A03a,敵専用技,0,1,敵専用,–,熱,–,敵,単体,33,1,2,0,100,0,2,2,1,23,0,知,集,–,悪臭,ガード不可,–,–,100,100,0,0,–,–,0,0,–,0,0,1,0,–,0,斬インタラプト,100,0,1,0,1,0,24,6
486,EN_M002_A03a_A,悪臭［2］,悪,悪臭,悪臭［2］,–,M002_A03a,敵専用技,0,1,敵専用,–,熱,–,敵,単体,24,1,2,0,94,0,2,2,1,21,0,知,集,–,悪臭,–,–,–,100,0,0,0,–,–,0,0,–,0,0,0,0,–,0,–,0,0,1,0,1,0,24,24
487,EN_M002_A03a_B,追撃悪臭［2］,追撃,悪臭,追撃悪臭［2］,–,M002_A03a,敵専用技,0,1,敵専用,–,熱,–,敵,単体,33,1,2,0,94,0,2,2,1,23,0,知,集,–,悪臭,–,–,–,100,0,0,0,–,–,0,0,–,0,0,0,1,–,0,チェイス,100,0,1,0,0,0,24,24
488,EN_M010_A01a,なぎ払う［2］,なぎ,払う,なぎ払う［2］,–,M010_A01a,敵専用技,0,1,敵専用,–,斬,–,敵,単体,20,1,1,0,95,2,0,0,0,20,0,筋,体,–,スタン,–,–,–,50,0,0,0,–,–,0,0,–,0,0,0,0,–,0,–,0,0,1,0,1,0,23,23
489,EN_M010_A02a,流し斬り［3］,流し,斬り,流し斬り［3］,–,M010_A02a,敵専用技,0,1,敵専用,–,斬,–,敵,単体,25,1,2,0,95,1,0,0,0,21,0,筋,体,–,攻撃力,–,–,–,-10,0,0,0,–,–,0,0,–,0,0,0,0,–,0,–,0,0,1,0,1,1,24,24
490,EN_M010_B02a,みじん斬り［2］,みじん,斬り,みじん斬り［2］,–,M010_B02a,敵専用技,0,1,敵専用,–,斬,–,敵,単体,41,1,4,0,94,0,4,3,1,25,0,筋,体,–,–,–,–,–,0,0,0,0,–,–,0,0,–,0,0,1,0,–,0,–,0,0,1,1,1,0,27,27
491,EN_M010_A04a,落月破斬［3］,落月,破斬,落月破斬［3］,–,M010_A04a,敵専用技,0,1,敵専用,–,斬,–,敵,単体,34,1,3,0,95,2,3,3,0,24,0,技,体,–,–,–,–,–,0,0,0,0,–,–,0,0,–,0,0,0,0,–,1,–,0,0,1,0,1,2,26,26
492,EN_M010_B01a,空圧波［2］,空圧,波,空圧波［2］,–,M010_B01a,敵専用技,0,1,敵専用,–,斬,–,敵,後方,24,1,2,0,100,3,0,0,1,21,0,筋,集,–,範囲バンプ,–,–,–,100,0,0,0,–,–,0,0,対空,0,0,0,0,–,0,–,0,0,1,0,1,1,24,24
493,EN_M010_B01a_A,死圧波,死圧,波,死圧波,–,M010_B01b,敵専用技,0,1,敵専用,–,斬,–,敵,後方,29,1,2,0,100,4,0,0,1,22,0,筋,集,–,即死,範囲バンプ,–,–,25,100,0,0,–,–,0,0,対空,0,0,0,0,–,0,–,0,0,1,0,1,1,24,24
494,EN_M010_A03a,ソードバリア,ソード,バリア,ソードバリア,–,M010_A03a,敵専用技,0,1,敵専用,–,–,–,味方,他者,75,1,1,0,0,-1,0,0,0,0,0,–,–,–,–,–,–,–,0,0,0,0,–,–,0,0,–,0,0,0,0,–,0,プロテクト,100,1,0,0,0,0,23,23
495,EN_M011_A01a,ファングクラッシュ［2］,ファング,クラッシュ,ファングクラッシュ［2］,–,M011_A01a,敵専用技,0,1,敵専用,–,突,–,敵,単体,27,1,2,0,94,3,0,0,1,22,0,筋,体,–,防御力,–,–,–,-10,0,0,0,–,–,0,0,–,0,0,1,0,–,0,–,0,0,1,0,1,0,24,24
496,EN_M011_A01a_B,アースファング,アース,ファング,アースファング,–,M011_A01a,敵専用技,0,1,敵専用,–,突,–,敵,単体,30,1,3,0,94,2,0,0,1,22,0,筋,体,土,防御力,–,–,–,-30,0,0,0,–,–,0,0,–,0,0,1,0,–,0,–,0,0,1,0,1,2,26,26
497,EN_M011_B01a,咆哮,咆,咆哮,咆哮,–,M011_B01a,敵専用技,0,1,敵専用,–,無,–,敵,全体,16,1,4,0,100,3,4,3,0,16,0,知,集,–,スタン,メカスタン,–,–,50,50,0,0,攻撃力,–,10,0,対空,1,0,0,0,–,0,–,0,0,1,0,1,1,27,27
498,EN_M011_B01a_B,秋声,秋,声,秋声,–,M011_B01a,敵専用技,0,1,敵専用,–,無,–,敵,全体,16,1,4,0,100,3,4,3,0,16,0,知,集,金,スタン,メカスタン,–,–,50,50,0,0,すばやさ,–,24,0,対空,1,0,0,0,–,0,–,0,0,1,0,1,1,27,27
499,EN_M011_B01a_C,惑乱の咆哮,惑乱の,咆哮,惑乱の咆哮,–,M011_B01b,敵専用技,0,1,敵専用,–,無,–,敵,全体,15,1,4,0,100,3,4,3,0,15,0,知,集,–,混乱,–,–,–,50,0,0,0,攻撃力,–,10,0,対空,1,0,0,0,–,0,–,0,0,1,0,1,1,27,27
500,EN_M011_B01a_D,萎縮の咆哮,萎縮の,咆哮,萎縮の咆哮,–,M011_B01c,敵専用技,0,1,敵専用,–,無,–,敵,全体,15,1,4,0,100,3,4,3,0,15,0,知,集,–,すばやさ,詠唱延長,–,–,-16,50,0,0,攻撃力,–,10,0,対空,1,0,0,0,–,0,–,0,0,1,0,1,1,27,27
501,EN_M011_B01a_E,痺れ咆哮,痺れ,咆哮,痺れ咆哮,–,M011_B01d,敵専用技,0,1,敵専用,–,無,–,敵,全体,15,1,4,0,100,3,4,3,0,15,0,知,集,–,マヒ,メカマヒ,–,–,50,50,0,0,攻撃力,–,10,0,対空,1,0,0,0,–,0,–,0,0,1,0,1,1,27,27
502,EN_M011_B01a_F,死の咆哮,死の,咆哮,死の咆哮,–,M011_B01e,敵専用技,0,1,敵専用,–,無,–,敵,全体,15,1,4,0,100,3,4,3,0,15,0,知,集,–,即死,–,–,–,25,0,0,0,攻撃力,–,10,0,対空,1,0,0,0,–,0,–,0,0,1,0,1,1,27,27
503,EN_M011_B02a,グライダースパイク［2］,グライダー,スパイク,グライダースパイク［2］,–,M011_B02a,敵専用技,0,1,敵専用,–,突,–,敵,単体,38,1,4,0,93,3,12,6,2,24,0,筋,体,–,攻撃力,–,–,–,-10,0,0,0,–,–,0,0,–,0,0,0,1,–,0,–,0,0,1,0,1,4,27,27
504,EN_M011_B03a,放射火炎,放射,火炎,放射火炎,–,M011_B03a,敵専用技,0,1,敵専用,–,熱,–,敵,全体,26,1,5,0,100,-1,15,7,0,22,0,知,集,火,–,–,–,–,0,0,0,0,–,–,0,0,対空,0,0,0,0,–,0,–,0,0,1,1,1,0,29,29
505,EN_M011_B03a_A,放射大火炎,放射,大火炎,放射大火炎,–,M011_B03a,敵専用技,0,1,敵専用,–,熱,–,敵,全体,25,1,5,0,100,-1,15,7,0,21,0,知,集,火,–,–,–,–,0,0,0,0,攻撃力,–,20,0,対空,0,0,0,0,–,0,–,0,0,1,1,1,0,29,29
506,EN_M011_B04a,放射冷気,放射,冷気,放射冷気,–,M011_B04a,敵専用技,0,1,敵専用,–,冷,–,敵,全体,26,1,5,0,100,0,15,7,0,22,0,知,集,水,–,–,–,–,0,0,0,0,–,–,0,0,対空,0,0,0,0,–,0,–,0,0,1,1,1,0,29,29
507,EN_M011_B04a_A,放射大冷気,放射,大冷気,放射大冷気,–,M011_B04a,敵専用技,0,1,敵専用,–,冷,–,敵,全体,25,1,5,0,100,0,15,7,0,21,0,知,集,水,–,–,–,–,0,0,0,0,攻撃力,–,20,0,対空,0,0,0,0,–,0,–,0,0,1,1,1,0,29,29
508,EN_M011_B05a,放射電撃,放射,電撃,放射電撃,–,M011_B05a,敵専用技,0,1,敵専用,–,雷,–,敵,全体,26,1,5,0,100,1,15,7,0,22,0,知,集,金,–,–,–,–,0,0,0,0,–,–,0,0,対空,0,0,0,0,–,0,–,0,0,1,1,1,0,29,29
509,EN_M011_B05a_A,放射大電撃,放射,大電撃,放射大電撃,–,M011_B05a,敵専用技,0,1,敵専用,–,雷,–,敵,全体,25,1,5,0,100,1,15,7,0,21,0,知,集,金,–,–,–,–,0,0,0,0,攻撃力,–,20,0,対空,0,0,0,0,–,0,–,0,0,1,1,1,0,29,29
510,EN_M012_A01a,妖精のイノリ,妖精の,イノリ,妖精のイノリ,–,M012_A01a,敵専用技,0,1,敵専用,–,–,–,味方,自身,0,1,1,0,100,-1,0,0,0,0,0,–,–,–,術力,–,–,–,30,0,0,0,–,–,0,0,–,0,0,0,0,–,0,–,0,0,0,0,0,0,22,22
511,EN_M012_A02a,妖精のブレス,妖精の,ブレス,妖精のブレス,–,M012_A02a,敵専用技,0,1,敵専用,–,–,–,味方,全体,0,1,2,0,100,1,0,0,0,0,0,–,–,–,すばやさ,–,–,–,8,0,0,0,–,–,0,0,–,0,0,0,0,–,0,–,0,0,0,0,0,0,24,24
512,EN_M012_B01a,妖精のオカエシ,妖精の,オカエシ,妖精のオカエシ,–,M012_B01a,敵専用技,0,1,敵専用,–,突,–,敵,全体,22,1,2,0,95,0,0,0,0,20,0,技,体,–,暗闇,ガード不可,–,–,75,100,0,0,–,–,0,0,–,1,0,1,0,–,0,カウンター,100,0,1,0,1,0,24,6
513,EN_M012_A03a,妖精のイタズラ［2］,妖精の,イタズラ,妖精のイタズラ［2］,–,M012_A03a,敵専用技,0,1,敵専用,–,雷,–,敵,単体,51,1,3,0,95,-2,3,3,0,28,0,知,体,–,ガード不可,–,–,–,100,0,0,0,–,–,0,0,対空,0,0,1,0,–,1,打インタラプト,100,0,1,0,1,0,26,7
514,EN_M012_A04a,妖精のオシオキ［2］,妖精の,オシオキ,妖精のオシオキ［2］,–,M012_A04a,敵専用技,0,1,敵専用,–,冷,–,敵,単体,51,1,3,0,95,1,3,3,0,28,0,知,体,–,ガード不可,–,–,–,100,0,0,0,–,–,0,0,対空,0,0,1,0,–,1,突インタラプト,100,0,1,0,1,0,26,7
515,EN_M021_A01a,ビンタ［2］,ビン,ビンタ,ビンタ［2］,–,M021_A01a,敵専用技,0,1,敵専用,–,打,–,敵,単体,29,1,2,0,90,0,0,0,0,22,0,筋,体,–,挑発,–,–,–,100,0,0,0,–,–,0,0,–,0,0,0,0,–,0,–,0,0,1,0,1,0,24,24
516,EN_M021_A01a_Tri,トライビンタ,トライ,ビンタ,トライビンタ,–,M021_A01a,敵専用技,0,1,敵専用,–,打,–,敵,単体,62,1,3,0,90,0,0,0,0,30,0,筋,体,–,挑発,トライ,–,–,100,0,0,0,–,–,0,0,–,0,0,0,0,–,0,–,0,1,1,1,1,1,26,26
517,EN_M021_A02a,割り込みチョップ［2］,割り込み,チョップ,割り込みチョップ［2］,–,M021_A02a,敵専用技,0,1,敵専用,–,打,–,敵,単体,48,1,3,0,99,-1,3,3,1,27,0,技,体,–,メカスタン,ガード不可,–,–,50,100,0,0,–,–,0,0,–,0,0,1,0,–,0,突インタラプト,100,0,1,0,1,0,26,7
518,EN_M021_A03a,挟み込み［2］,挟み,込み,挟み込み［2］,–,M021_A03a,敵専用技,0,1,敵専用,–,打,–,敵,単体,32,1,3,0,95,2,3,3,0,23,0,筋,体,–,スタン,–,–,–,75,0,0,0,–,–,0,0,–,0,0,0,0,–,0,–,0,0,1,0,1,1,26,26
519,EN_M021_A04a,岩石投げ［2］,岩石,投げ,岩石投げ［2］,–,M021_A04a,敵専用技,0,1,敵専用,–,打,–,敵,単体,33,1,3,0,83,-1,3,3,2,23,0,技,体,–,すばやさ,–,–,–,-8,0,0,0,–,–,0,0,対空,0,0,0,0,–,1,–,0,0,1,1,1,0,26,26
520,EN_M021_A05a,ヤシの実爆弾［2］,ヤシ,爆弾,ヤシの実爆弾［2］,–,M021_A05a,敵専用技,0,1,敵専用,–,打,–,敵,単体,43,1,4,0,80,1,12,6,0,26,0,知,集,–,–,–,–,–,0,0,0,0,–,–,0,0,対空,0,0,0,0,–,1,–,0,0,1,0,1,1,27,27
521,EN_M021_A05a_Tri,トライボンバー,トライ,ボンバー,トライボンバー,–,M021_A05a,敵専用技,0,1,敵専用,–,打,–,敵,単体,65,1,3,0,80,1,9,5,0,31,0,知,集,–,トライ,–,–,–,0,0,0,0,–,–,0,0,対空,0,0,0,0,–,1,–,0,1,1,1,1,1,26,26
522,EN_M021_B01a,砂嵐,砂,嵐,砂嵐,–,M021_B01a,敵専用技,0,1,敵専用,–,斬,–,敵,全体,32,1,4,0,100,-1,12,6,0,23,0,知,集,–,ガード不可,–,–,–,100,0,0,0,–,–,0,0,対空,0,0,1,0,–,0,斬インタラプト,100,0,1,0,1,0,27,9
523,EN_M021_B02a,ハーベストボム,ハー,ボム,ハーベストボム,–,M021_B02a,敵専用技,0,1,敵専用,–,熱,–,敵,全体,22,1,5,0,95,-2,15,7,0,20,0,知,集,–,防御力,–,–,–,-10,0,0,0,–,–,0,0,対空,0,0,0,0,–,0,–,0,0,1,3,1,3,29,29
524,EN_M022_B01a,ヒートウェイヴ,ヒー,ウェイヴ,ヒートウェイヴ,–,M022_B01a,敵専用技,0,1,敵専用,–,熱,–,敵,全体,12,1,2,0,95,-1,0,0,0,12,0,知,集,–,すばやさ,–,–,–,-8,0,0,0,–,–,0,0,対空,0,0,0,0,–,0,–,0,0,1,1,1,1,24,24
525,EN_M022_A02a,目つぶし花粉［2］,目つぶし,花粉,目つぶし花粉［2］,–,M022_A02a,敵専用技,0,1,敵専用,–,打,–,敵,全体,13,1,2,0,95,1,0,0,0,13,0,技,集,–,暗闇,–,–,–,50,0,0,0,–,–,0,0,対空,0,0,0,0,–,0,–,0,0,1,1,1,1,24,24
526,EN_M022_A01a,サンシャイン,サン,シャイン,サンシャイン,–,M022_A01a,敵専用技,0,1,敵専用,–,熱,–,敵,全体,18,1,3,0,95,0,3,3,0,18,0,知,集,–,–,–,–,–,0,0,0,0,–,–,0,0,対空,0,0,0,0,–,0,–,0,0,1,1,1,1,26,26
527,EN_M022_A03a,スターフィクサー［2］,スター,フィクサー,スターフィクサー［2］,–,M022_A03a,敵専用技,0,1,敵専用,–,熱,–,敵,単体,31,1,3,0,95,-1,3,3,0,23,0,知,集,–,マヒ,メカマヒ,–,–,50,50,0,0,–,–,0,0,–,0,0,0,0,–,1,–,0,0,1,0,1,0,26,26
528,EN_M022_A03a_Tri,トライフィクサー,トライ,フィクサー,トライフィクサー,–,M022_A03a,敵専用技,0,1,敵専用,–,熱,–,敵,単体,50,1,3,0,95,-1,3,3,0,28,0,知,集,–,マヒ,メカマヒ,トライ,–,100,100,0,0,–,–,0,0,–,0,0,0,0,–,1,–,0,1,1,1,1,1,26,26
529,EN_M022_B02a,デイブレーク,デイ,ブレーク,デイブレーク,–,M022_B02a,敵専用技,0,1,敵専用,–,–,–,敵,全体,0,1,4,0,95,-2,4,3,0,0,0,知,集,–,即死,–,–,–,30,0,0,0,–,–,0,0,–,1,0,0,0,–,0,–,0,0,0,0,0,0,27,27
530,EN_M023_A01a,小突く［2］,小,突く,小突く［2］,–,M023_A01a,敵専用技,0,1,敵専用,–,突,–,敵,単体,22,1,1,0,95,0,0,0,0,20,0,筋,体,–,挑発,–,–,–,100,0,0,0,–,–,0,0,–,0,0,0,0,–,0,–,0,0,1,0,1,0,22,22
531,EN_M023_A04a,体力吸収,体力,吸収,体力吸収,–,M023_A04a,敵専用技,0,1,敵専用,–,無,–,敵,単体,19,1,2,0,100,-1,0,0,0,19,0,知,集,–,吸収回復,–,–,–,100,0,0,0,–,–,0,0,対空,0,0,0,0,–,0,–,0,0,1,1,1,0,24,24
532,EN_M023_B01a,絶叫,絶,叫,絶叫,–,M023_B01a,敵専用技,0,1,敵専用,–,–,–,敵,単体,0,1,3,0,100,0,3,3,0,0,0,技,体,–,即死,リザーブ不可,–,–,100,0,0,0,即死,–,100,0,–,0,0,0,0,–,0,–,0,1,0,0,0,0,26,26
533,EN_M023_A03a,花粉［2］,花,粉,花粉［2］,–,M023_A03a,敵専用技,0,1,敵専用,–,打,–,敵,全体,20,1,4,0,100,2,12,6,0,20,0,技,集,–,混乱,–,–,–,25,0,0,0,–,–,0,0,–,0,0,0,0,–,0,–,0,0,1,1,1,0,27,27
534,EN_M023_A02a,催眠,催,眠,催眠,–,M023_A02a,敵専用技,0,1,敵専用,–,冷,–,敵,全体,0,1,3,0,100,1,3,3,0,0,0,知,集,–,スタン,–,–,–,50,0,0,0,–,–,0,0,–,0,0,0,0,–,0,–,0,0,0,0,0,0,26,26
535,EN_M030_A01a,かみつき［2］,かみ,つき,かみつき［2］,–,M030_A01a,敵専用技,0,1,敵専用,–,突,–,敵,単体,23,1,1,0,95,1,0,0,0,21,0,筋,体,–,–,–,–,–,0,0,0,0,–,–,0,0,–,0,0,0,0,–,0,–,0,0,1,0,1,0,22,22
536,EN_M030_A04a,かみ砕き［2］,かみ,砕き,かみ砕き［2］,–,M030_A04a,敵専用技,0,1,敵専用,–,突,–,敵,単体,29,1,2,0,94,0,0,0,1,22,0,筋,体,–,–,–,–,–,0,0,0,0,–,–,0,0,–,0,0,0,0,–,0,–,0,0,1,0,1,0,24,24
537,EN_M030_A02a,毒牙［2］,毒,牙,毒牙［2］,–,M030_A02a,敵専用技,0,1,敵専用,–,突,–,敵,単体,16,1,3,0,90,1,3,3,0,16,0,筋,体,–,毒,–,–,–,75,0,0,0,–,–,0,0,–,0,0,0,0,–,0,–,0,0,1,0,1,0,26,26
538,EN_M030_A02a_Tri,トライヴェノム,トライ,ヴェノム,トライヴェノム,–,M030_A02a,敵専用技,0,1,敵専用,–,突,–,敵,単体,55,1,3,0,90,1,3,3,0,29,0,筋,体,–,毒,トライ,–,–,100,0,0,0,–,–,0,0,–,0,0,0,0,–,0,–,0,1,1,1,1,1,26,26
539,EN_M030_A03a,石化牙,石化,石化牙,石化牙,–,M030_A03a,敵専用技,0,1,敵専用,–,突,–,敵,単体,16,1,3,0,80,-1,3,3,0,16,0,筋,体,–,石化,–,–,–,50,0,0,0,–,–,0,0,–,0,0,0,0,–,0,–,0,0,1,0,1,0,26,26
540,EN_M030_A03a_Heavy,重石化牙,重石,石化,重石化牙,–,M030_A03a,敵専用技,0,1,敵専用,–,突,–,敵,単体,18,1,4,0,80,-9,4,3,0,18,0,筋,体,–,石化,–,–,–,75,0,0,0,–,–,0,0,–,0,0,1,0,–,0,–,0,0,1,1,1,0,27,27
541,EN_M030_A05a,金切り声,金切り,声,金切り声,–,M030_A05a,敵専用技,0,1,敵専用,–,無,–,敵,全体,6,1,3,0,100,4,3,3,0,6,0,知,集,–,スタン,メカスタン,–,–,50,50,0,0,–,–,0,0,対空,0,0,0,0,–,0,–,0,0,1,1,1,1,26,26
542,EN_M031_A01a,強襲牙［2］,強襲,牙,強襲牙［2］,–,M031_A01a,敵専用技,0,1,敵専用,–,突,–,敵,単体,19,1,1,0,94,1,0,0,1,19,0,筋,体,–,スタン,–,–,–,50,0,0,0,–,–,0,0,–,0,0,0,0,–,0,–,0,0,1,0,1,1,22,22
543,EN_M031_A01a_A,魁強襲牙［2］,魁,強襲牙,魁強襲牙［2］,–,M031_A01a,敵専用技,0,1,敵専用,–,突,–,敵,単体,26,1,2,0,94,6,0,0,1,22,0,筋,体,–,スタン,–,–,–,50,0,0,0,–,–,0,0,–,0,0,0,0,–,0,–,0,0,1,0,1,1,24,24
544,EN_M031_A03a,疾風強襲牙,疾風,強襲牙,疾風強襲牙,–,M031_A03a,敵専用技,0,1,敵専用,–,突,–,敵,全体,19,1,3,0,95,-2,9,5,0,19,0,筋,体,–,–,–,–,–,0,0,0,0,–,–,0,0,–,0,0,0,0,–,0,–,0,0,1,1,1,1,26,26
545,EN_M031_A03a_A,強襲追風,強襲,追風,強襲追風,–,M031_A03a,敵専用技,0,1,敵専用,–,突,–,敵,全体,16,1,2,0,95,-2,6,4,0,16,0,運,体,–,–,–,–,–,0,0,0,0,–,–,0,0,–,0,0,0,0,–,0,フォロー,100,0,1,0,0,0,29,29
546,EN_M031_A04a,ダガージョウ［2］,ダガ,ジョウ,ダガージョウ［2］,–,M031_A04a,敵専用技,0,1,敵専用,–,突,–,敵,単体,49,1,3,0,95,-1,3,3,0,27,0,運,体,–,–,–,–,–,0,0,0,0,–,–,0,0,–,0,0,0,1,–,0,チェイス,100,0,1,0,0,0,26,26
547,EN_M031_B01a,青の舞［2］,青の,舞,青の舞［2］,–,M031_B01a,敵専用技,0,1,敵専用,–,–,–,敵,全体,0,1,1,0,100,-1,0,0,0,0,0,–,–,–,術力,詠唱延長,–,–,-10,50,0,0,–,–,0,0,対地,0,0,0,0,–,0,–,0,0,0,0,0,0,23,23
548,EN_M031_A02a,吠える,吠え,吠える,吠える,–,M031_A02a,敵専用技,0,1,敵専用,–,–,–,味方,自身,0,1,1,0,100,2,0,0,0,0,0,–,–,–,すばやさ,–,–,–,8,0,0,0,–,–,0,0,対空,0,0,0,0,–,0,–,0,0,0,0,0,0,23,23
549,EN_M032_A01a,フリーズバリア［2］,フリーズ,バリア,フリーズバリア［2］,–,M032_A01a,敵専用技,0,1,敵専用,–,冷,–,敵,単体,48,1,2,0,95,-2,0,0,0,27,0,技,体,–,ガード不可,–,–,–,100,0,0,0,–,–,0,0,–,1,0,1,0,–,0,カウンター,100,0,1,0,1,0,24,6
550,EN_M032_A01a_A,フリーズスピア［2］,フリーズ,スピア,フリーズスピア［2］,–,M032_A01a,敵専用技,0,1,敵専用,–,冷,–,敵,単体,35,1,3,0,95,0,0,0,0,24,0,筋,体,–,–,–,–,–,0,0,0,0,–,–,0,0,–,0,0,1,0,–,0,–,0,0,1,0,1,0,26,26
551,EN_M032_A02a,突きあげる［2］,突き,あげる,突きあげる［2］,–,M032_A02a,敵専用技,0,1,敵専用,–,突,–,敵,単体,31,1,3,0,95,-1,3,3,0,23,0,筋,体,–,メカスタン,–,–,–,50,0,0,0,–,–,0,0,–,0,0,0,1,–,0,–,0,0,1,1,1,0,26,26
