,label,ArtsName,OverAttackFirst,OverAttackLast,ArtsCategory,Weapon,WeaponSub,Attribute1,Attribute2,TargetParty,TargetType,MaxRank,Count1,Count2,Count3,Count4,Count5,Attack1,Attack2,Attack3,Attack4,Attack5,AttackCount,BP1,BP2,BP3,BP4,BP5,Turn1,Turn2,Turn3,Turn4,Turn5,Hit,Speed,AfterCasterSpeed,AfterTargetSpeed,Bump,Hate,BaseParameter1,BaseParameter2,BaseElement,EffectType1,EffectType2,EffectType3,EffectType4,EffectParam1,EffectParam2,EffectParam3,EffectParam4,AddEffect1,AddEffect2,AddEffectParam1,AddEffectParam2,Random,HitArea,SureHit,Penetration,BeforeGuard,AfterGuard,RaceSlayer,ReserveCancel,ReserveType,ReserveProb,DisableSelect,OverAttack,OverAttackLeft,OverAttackSelf,OverAttackRight,AddOverAttackDamage,AddSingleStageDamage
137,MCH_M90Y_A01a_A,重水砲,重,水砲,メカ技,射撃メカ技,―,冷,―,敵,単体,5.0,0,7,39,109,224,28,29,30,31,32,1,2,2,2,2,2,0,0,0,0,0,95,-1,2,2,0,22,技,集,―,―,―,―,―,0.0,0.0,0.0,0.0,―,―,0.0,0.0,0,対空,0,0,0,0,―,1,―,0,0,1,1,1,0,20,11
138,MCH_M90Y_A01a_B,オンボロ鉄砲,オンボロ,鉄砲,メカ技,射撃メカ技,―,冷,―,敵,単体,5.0,0,7,42,116,240,15,16,17,18,19,1,1,1,1,1,1,0,0,0,0,0,55,0,1,2,0,15,技,集,―,―,―,―,―,0.0,0.0,0.0,0.0,―,―,0.0,0.0,0,対空,0,1,0,0,―,1,―,0,0,1,0,0,0,19,10
139,MCH_M90Y_A02a,AI射撃,AI,射撃,メカ技,射撃メカ技,―,突,―,敵,単体,5.0,0,7,42,116,240,21,22,23,24,25,1,1,1,1,1,1,0,0,0,0,0,95,2,1,2,0,20,知,集,―,挑発,―,―,―,100.0,0.0,0.0,0.0,―,―,0.0,0.0,0,対空,0,0,0,0,―,1,―,0,0,1,0,1,0,19,10
140,MCH_M90Y_A02a_A,支援狙撃,支援,狙撃,メカ技,射撃メカ技,―,突,―,敵,他者,5.0,0,7,39,109,224,29,30,31,32,33,1,2,2,2,2,2,0,0,0,0,0,95,0,2,2,0,22,知,集,―,―,―,―,―,0.0,0.0,0.0,0.0,―,―,0.0,0.0,0,対空,0,0,0,0,―,1,フォロー,100,0,1,0,0,0,9,11
141,MCH_M90Y_A03a,スパークリングミスト,スパーク,ミスト,メカ技,射撃メカ技,―,冷,雷,敵,全体,5.0,0,7,39,109,224,12,13,14,15,16,1,2,2,2,2,2,0,0,0,0,0,95,1,2,2,0,12,技,集,―,すばやさ,―,―,―,-8.0,0.0,0.0,0.0,―,―,0.0,0.0,0,対空,0,0,0,0,―,0,―,0,0,1,1,1,1,20,11
142,MCH_M90Y_A04a,ヘッジホグシステム,ヘッジ,システム,メカ技,射撃メカ技,―,熱,―,敵,単体,5.0,0,6,36,101,208,61,62,63,65,67,1,3,3,3,3,3,0,0,0,0,0,95,-3,3,3,0,30,技,集,―,―,ガード不可,―,―,0.0,100.0,0.0,0.0,―,―,0.0,0.0,0,対空,1,0,0,0,―,0,カウンター,80,0,1,0,1,0,21,5
143,MCH_M90Y_A05a,ビット,ビ,ット,メカ技,射撃メカ技,―,突,―,敵,単体,5.0,0,7,39,109,224,43,44,45,46,48,1,2,2,2,2,2,0,0,0,0,0,95,0,2,2,0,26,知,集,―,―,ガード不可,―,―,0.0,100.0,0.0,0.0,―,―,0.0,0.0,0,対空,0,0,0,0,―,1,突インタラプト,100,0,1,0,1,0,20,4
144,MCH_M90Y_A06a,かわせない銃弾,かわせない,銃弾,メカ技,射撃メカ技,―,突,―,敵,単体,5.0,0,6,36,101,208,33,34,35,36,37,1,3,3,3,3,3,0,0,0,0,0,95,-1,3,3,0,23,知,集,―,―,―,―,―,0.0,0.0,0.0,0.0,―,―,0.0,0.0,0,対空,1,0,0,0,―,1,―,0,0,1,1,1,1,21,12
145,MCH_M90Y_A07a,周回射撃,周回,射撃,メカ技,射撃メカ技,―,突,―,敵,全体,5.0,0,6,36,101,208,18,19,20,21,22,1,3,3,3,3,3,0,0,0,0,0,95,0,3,3,0,18,技,集,―,―,―,―,―,0.0,0.0,0.0,0.0,―,―,0.0,0.0,0,対空,0,0,0,0,―,0,―,0,0,1,1,1,0,21,12
146,MCH_M90Y_A08a,強制冷却,強制,冷却,メカ技,射撃メカ技,―,冷,―,敵,単体,5.0,0,6,33,93,192,40,41,42,43,45,1,4,4,4,4,4,0,0,0,0,0,95,-1,4,3,0,25,技,集,―,ヘイト消去,―,―,―,0.0,0.0,0.0,0.0,―,―,0.0,0.0,0,対空,0,0,0,0,―,1,―,0,0,1,1,1,0,22,13
147,MCH_M90Y_A08a_A,氷結弾,氷結,弾,メカ技,射撃メカ技,―,冷,―,敵,単体,5.0,0,7,39,109,224,27,28,29,30,31,1,2,2,2,2,2,0,0,0,0,0,95,0,2,2,0,22,技,集,―,ヘイト消去,―,―,―,0.0,0.0,0.0,0.0,―,―,0.0,0.0,0,対空,0,0,0,0,―,1,―,0,0,1,0,1,1,20,11
148,MCH_M90Y_A09a,論理爆弾,論理,爆弾,メカ技,射撃メカ技,―,雷,―,敵,単体,5.0,0,5,31,85,176,42,43,44,45,47,1,5,5,5,5,5,0,0,0,0,0,95,1,5,3,0,26,知,集,―,メカマヒ,―,―,―,50.0,0.0,0.0,0.0,―,―,0.0,0.0,0,対空,0,0,0,0,メカ,1,―,0,0,1,0,1,2,23,14
149,MCH_M90Y_B01a,火器連射,火器,連射,メカ技,射撃メカ技,―,熱,―,敵,乱撃,5.0,0,5,31,85,176,61,62,63,65,67,4,5,5,5,5,5,0,0,0,0,0,95,-2,5,3,0,8,技,集,―,―,―,―,―,0.0,0.0,0.0,0.0,―,―,0.0,0.0,0,対空,0,0,0,0,―,0,―,0,0,1,2,1,0,23,14
150,MCH_M90Y_B02a,リボルバーランチャー,リボ,ランチャー,メカ技,射撃メカ技,―,突,―,敵,乱撃,5.0,0,6,33,93,192,51,52,53,55,57,5,4,4,4,4,4,0,0,0,0,0,95,2,4,3,0,6,技,集,―,―,―,―,―,0.0,0.0,0.0,0.0,―,―,0.0,0.0,0,対空,0,0,0,0,―,0,―,0,0,1,1,1,1,22,13
151,MCH_M90Y_B03a,ヘビーマシンガン,ヘビー,マシンガン,メカ技,射撃メカ技,―,雷,―,敵,全体,5.0,0,6,33,93,192,21,22,23,24,25,1,4,4,4,4,4,0,0,0,0,0,95,1,4,3,0,20,技,集,―,スタン,メカスタン,―,―,25.0,50.0,0.0,0.0,―,―,0.0,0.0,0,対空,0,0,0,0,―,0,―,0,0,1,0,1,1,22,13
152,MCH_M90Y_B04a,弾道ミサイル,弾道,ミサイル,メカ技,射撃メカ技,―,熱,―,敵,全体,5.0,0,5,28,77,160,30,31,32,33,34,1,6,6,6,6,6,0,0,0,0,0,95,-3,6,4,0,22,知,集,―,―,―,―,―,0.0,0.0,0.0,0.0,―,―,0.0,0.0,0,対空,0,0,0,0,―,0,―,0,0,1,3,1,0,24,15
153,MCH_M90Y_B05a,人工降雹,人工,降雹,メカ技,射撃メカ技,―,冷,―,敵,全体,5.0,0,5,31,85,176,26,27,28,29,30,1,5,5,5,5,5,0,0,0,0,0,95,0,5,3,0,22,知,集,―,―,―,―,―,0.0,0.0,0.0,0.0,―,―,0.0,0.0,0,対空,0,0,0,0,―,0,―,0,0,1,1,1,1,23,14
154,MCH_M90Y_B06a,破壊光線,破壊,光線,メカ技,射撃メカ技,―,雷,―,敵,単体,5.0,0,4,25,70,144,69,70,71,73,75,1,7,7,7,7,7,0,0,0,0,0,95,-4,7,4,0,32,技,集,―,―,―,―,―,0.0,0.0,0.0,0.0,―,―,0.0,0.0,0,対空,0,0,0,0,―,1,―,0,0,1,2,1,0,25,16
155,MCH_M90Z_A01a,強化装置,強化,装置,メカ技,補助メカ技,―,―,―,味方,単体,1.0,0,3,21,999,999,0,0,0,0,0,1,1,0,-1,-1,-1,0,0,0,0,0,100,1,0,0,0,0,―,―,―,攻撃力,Mecha,―,―,10.0,0.0,0.0,0.0,―,―,0.0,0.0,0,―,0,0,0,0,―,0,―,0,0,0,0,0,0,19,10
156,MCH_M90Z_A01a_2,強化装置改,強化,強化,メカ技,補助メカ技,―,―,―,味方,単体,1.0,0,3,19,999,999,0,0,0,0,0,1,2,1,0,0,0,0,0,0,0,0,100,2,0,0,0,0,―,―,―,攻撃力,Mecha,―,―,20.0,0.0,0.0,0.0,―,―,0.0,0.0,0,―,0,0,0,0,―,0,―,0,0,0,0,0,0,20,11
157,MCH_M90Z_A02a,防護装置,防護,装置,メカ技,補助メカ技,―,―,―,味方,単体,1.0,0,3,21,999,999,0,0,0,0,0,1,1,0,-1,-1,-1,0,0,0,0,0,100,-1,0,0,0,0,―,―,―,防御力,Mecha,―,―,10.0,0.0,0.0,0.0,―,―,0.0,0.0,0,―,0,0,0,0,―,0,―,0,0,0,0,0,0,19,10
158,MCH_M90Z_A02a_2,防護装置改,防護,防護,メカ技,補助メカ技,―,―,―,味方,単体,1.0,0,3,19,999,999,0,0,0,0,0,1,2,1,0,0,0,0,0,0,0,0,100,-2,0,0,0,0,―,―,―,防御力,Mecha,―,―,20.0,0.0,0.0,0.0,―,―,0.0,0.0,0,―,0,0,0,0,―,0,―,0,0,0,0,0,0,20,11
159,MCH_M90Z_A03a,加速装置,加速,装置,メカ技,補助メカ技,―,―,―,味方,自身,1.0,0,3,21,999,999,0,0,0,0,0,1,1,0,-1,-1,-1,0,0,0,0,0,100,4,0,0,0,0,―,―,―,すばやさ,Mecha,―,―,8.0,0.0,0.0,0.0,―,―,0.0,0.0,0,―,0,0,0,0,―,0,―,0,0,0,0,0,0,19,10
160,MCH_M90Z_A03a_2,加速装置改,加速,加速,メカ技,補助メカ技,―,―,―,味方,自身,1.0,0,3,19,999,999,0,0,0,0,0,1,2,1,0,0,0,0,0,0,0,0,100,5,0,0,0,0,―,―,―,すばやさ,Mecha,―,―,16.0,0.0,0.0,0.0,―,―,0.0,0.0,0,―,0,0,0,0,―,0,―,0,0,0,0,0,0,20,11
161,MCH_M90Z_A04a,減速装置,減速,装置,メカ技,補助メカ技,―,―,―,味方,自身,1.0,0,3,21,999,999,0,0,0,0,0,1,1,0,-1,-1,-1,0,0,0,0,0,100,-4,0,0,0,0,―,―,―,すばやさ,Mecha,―,―,-8.0,0.0,0.0,0.0,―,―,0.0,0.0,0,―,0,0,0,0,―,0,―,0,0,0,0,0,0,19,10
162,MCH_M90Z_A04a_2,減速装置改,減速,減速,メカ技,補助メカ技,―,―,―,味方,自身,1.0,0,3,19,999,999,0,0,0,0,0,1,2,1,0,0,0,0,0,0,0,0,100,-5,0,0,0,0,―,―,―,すばやさ,Mecha,―,―,-16.0,0.0,0.0,0.0,―,―,0.0,0.0,0,―,0,0,0,0,―,0,―,0,0,0,0,0,0,20,11
163,MCH_M90Z_A05a,修理装置,修理,装置,メカ技,補助メカ技,―,―,―,味方,単体,1.0,0,3,19,999,999,0,0,0,0,0,1,2,1,0,0,0,0,0,0,0,0,100,0,0,0,0,0,―,―,―,メカ修理,Mecha,―,―,0.0,0.0,0.0,0.0,―,―,0.0,0.0,0,―,0,0,0,0,―,0,―,0,0,0,0,0,0,20,11
164,MCH_M90Z_A05a_2,修理装置改,修理,修理,メカ技,補助メカ技,―,―,―,味方,単体,1.0,0,3,21,999,999,0,0,0,0,0,1,1,0,-1,-1,-1,0,0,0,0,0,100,3,0,0,0,0,―,―,―,メカ修理,Mecha,―,―,0.0,0.0,0.0,0.0,―,―,0.0,0.0,0,―,0,0,0,0,―,0,―,0,0,0,0,0,0,19,10
165,MCH_M90Z_A06a,光学迷彩,光学,迷彩,メカ技,補助メカ技,―,―,―,味方,自身,1.0,0,3,19,999,999,0,0,0,0,0,1,2,1,0,0,0,0,0,0,0,0,100,-2,0,0,0,0,―,―,―,ステルス,―,―,―,0.0,0.0,0.0,0.0,―,―,0.0,0.0,0,―,0,0,0,0,―,0,―,0,0,0,0,0,0,20,11
166,MCH_M90Z_A06a_2,光学迷彩改,光学,光学,メカ技,補助メカ技,―,―,―,味方,自身,1.0,0,3,21,999,999,0,0,0,0,0,1,1,0,-1,-1,-1,0,0,0,0,0,100,2,0,0,0,0,―,―,―,ステルス,―,―,―,0.0,0.0,0.0,0.0,―,―,0.0,0.0,0,―,0,0,0,0,―,0,―,0,0,0,0,0,0,19,10
167,MCH_M90Z_B01a,自己防衛プログラム,自己防衛,プログラム,メカ技,補助メカ技,―,―,―,味方,自身,1.0,0,3,21,999,999,0,0,0,0,0,1,1,0,-1,-1,-1,0,0,0,0,0,100,1,0,0,0,0,―,―,―,メカ異常無効,―,―,―,6.0,0.0,0.0,0.0,―,―,0.0,0.0,0,―,0,0,0,0,―,0,―,0,0,0,0,0,0,19,10
168,MCH_M90Z_B01a_2,自己防衛プログラム改,自己防衛,自己防衛,メカ技,補助メカ技,―,―,―,味方,自身,1.0,0,3,19,999,999,0,0,0,0,0,1,2,1,0,0,0,0,0,0,0,0,100,-1,0,0,0,0,―,―,―,メカ異常無効,―,―,―,12.0,0.0,0.0,0.0,―,―,0.0,0.0,0,―,0,0,0,0,―,0,―,0,0,0,0,0,0,20,11
169,MCH_M90Z_B02a,金剛プログラム,金剛,プログラム,メカ技,補助メカ技,―,―,―,味方,自身,1.0,0,2,15,999,999,0,0,0,0,0,1,5,4,3,3,3,0,0,0,0,0,100,-4,0,0,0,0,―,―,―,金剛プログラム,―,―,―,0.0,0.0,0.0,0.0,―,―,0.0,0.0,0,―,0,0,0,0,―,0,―,0,0,0,0,0,0,23,14
170,MCH_M90Z_B02a_2,金剛プログラム改,金剛,金剛,メカ技,補助メカ技,―,―,―,味方,自身,1.0,0,3,18,999,999,0,0,0,0,0,1,3,2,1,1,1,0,0,0,0,0,100,-2,0,0,0,0,―,―,―,金剛プログラム,―,―,―,0.0,0.0,0.0,0.0,―,―,0.0,0.0,0,―,0,0,0,0,―,0,―,0,0,0,0,0,0,21,12
171,MCH_M90Z_B03a,セーフティ解除,セーフティ,解除,メカ技,補助メカ技,―,―,―,味方,自身,1.0,0,3,21,999,999,0,0,0,0,0,1,1,0,-1,-1,-1,0,0,0,0,0,100,-1,0,0,0,0,―,―,―,BPコスト,技威力,―,―,1.0,5.0,0.0,0.0,―,―,0.0,0.0,0,―,0,0,0,0,―,0,―,0,0,0,0,0,0,19,10
172,MCH_M90Z_B03a_2,セーフティ解除改,セーフティ,セーフ,メカ技,補助メカ技,―,―,―,味方,自身,1.0,0,3,19,999,999,0,0,0,0,0,1,2,1,0,0,0,0,0,0,0,0,100,-2,0,0,0,0,―,―,―,BPコスト,技威力,―,―,1.0,6.0,0.0,0.0,―,―,0.0,0.0,0,―,0,0,0,0,―,0,―,0,0,0,0,0,0,20,11
173,MON_M054_A01a,細胞液,細胞,液,モンスター技,モンスター技,―,熱,―,敵,単体,5.0,0,7,42,116,240,23,24,25,26,27,1,1,1,1,1,1,0,0,0,0,0,95,0,0,0,0,21,知,集,―,―,―,―,―,0.0,0.0,0.0,0.0,―,―,0.0,0.0,0,―,0,0,0,0,―,0,―,0,0,1,0,1,0,20,20
174,MON_M001X_A01a,ウルフファング,ウルフ,ファング,モンスター技,モンスター技,―,斬,―,敵,単体,5.0,0,7,42,116,240,23,24,25,26,27,1,1,1,1,1,1,0,0,0,0,0,95,0,0,0,0,21,筋,体,―,―,―,―,―,0.0,0.0,0.0,0.0,―,―,0.0,0.0,0,―,0,0,0,0,―,0,―,0,0,1,0,1,0,20,20
175,MON_M003_A01a,ネコひっかき,ネコ,ひっかき,モンスター技,モンスター技,―,斬,―,敵,単体,5.0,0,7,42,116,240,23,24,25,26,27,1,1,1,1,1,1,0,0,0,0,0,95,0,0,0,0,21,筋,体,―,―,―,―,―,0.0,0.0,0.0,0.0,―,―,0.0,0.0,0,―,0,0,0,0,―,0,―,0,0,1,0,1,0,20,20
176,MON_M110_A01a,もぐらスクリュー,もぐら,スクリュー,モンスター技,モンスター技,―,突,―,敵,単体,5.0,0,7,42,116,240,23,24,25,26,27,1,1,1,1,1,1,0,0,0,0,0,95,0,0,0,0,21,筋,体,―,―,―,―,―,0.0,0.0,0.0,0.0,―,―,0.0,0.0,0,―,0,0,0,0,―,0,―,0,0,1,0,1,0,20,20
177,MON_M072X_A01a,蟷螂刃,蟷螂,刃,モンスター技,モンスター技,―,斬,―,敵,単体,5.0,0,7,42,116,240,23,24,25,26,27,1,1,1,1,1,1,0,0,0,0,0,95,0,0,0,0,21,筋,体,―,―,―,―,―,0.0,0.0,0.0,0.0,―,―,0.0,0.0,0,―,0,0,0,0,―,0,―,0,0,1,0,1,0,20,20
178,MON_M000_A02a,舐め斬る,舐め,斬る,モンスター技,モンスター技,―,斬,―,敵,単体,5.0,0,7,42,116,240,20,21,22,23,24,1,1,1,1,1,1,0,0,0,0,0,95,-1,0,0,0,20,筋,体,―,すばやさ,―,―,―,-8.0,0.0,0.0,0.0,―,―,0.0,0.0,0,―,0,0,0,0,―,0,―,0,0,1,0,1,0,20,20
179,MON_M000_A01a,サンダースマッシュ,サンダー,スマッシュ,モンスター技,モンスター技,―,斬,雷,敵,単体,5.0,0,6,36,101,208,29,30,31,32,33,1,3,3,3,3,3,0,0,0,0,0,95,3,0,0,0,22,筋,体,―,メカスタン,―,―,―,50.0,0.0,0.0,0.0,―,―,0.0,0.0,0,―,0,0,0,0,水棲,0,―,0,0,1,0,1,1,22,22
180,MON_M000_A03a,奇襲の牙,奇襲,牙,モンスター技,モンスター技,―,打,―,敵,単体,5.0,0,6,36,101,208,53,54,55,57,59,1,3,3,3,3,3,0,0,0,0,0,95,-1,3,3,0,28,技,体,―,―,ガード不可,―,―,0.0,100.0,0.0,0.0,―,―,0.0,0.0,0,―,0,0,0,0,―,0,打インタラプト,100,0,1,0,1,0,22,5
181,MON_M000_A04a,逆襲の牙,逆襲,牙,モンスター技,モンスター技,―,斬,―,敵,単体,5.0,0,6,36,101,208,53,54,55,57,59,1,3,3,3,3,3,0,0,0,0,0,95,0,3,3,0,28,技,体,―,―,ガード不可,―,―,0.0,100.0,0.0,0.0,―,―,0.0,0.0,0,―,0,0,0,0,―,0,斬インタラプト,100,0,1,0,1,0,22,5
182,MON_M000_A05a,急襲の牙,急襲,牙,モンスター技,モンスター技,―,突,―,敵,単体,5.0,0,6,36,101,208,53,54,55,57,59,1,3,3,3,3,3,0,0,0,0,0,95,-2,3,3,0,28,技,体,―,―,ガード不可,―,―,0.0,100.0,0.0,0.0,―,―,0.0,0.0,0,―,0,0,0,0,―,0,突インタラプト,100,0,1,0,1,0,22,5
183,MON_M001_A02a,アーマーブレイク,アーマー,ブレイク,モンスター技,モンスター技,―,斬,―,敵,単体,5.0,0,7,39,109,224,25,26,27,28,29,1,2,2,2,2,2,0,0,0,0,0,95,-1,0,0,0,21,筋,体,―,防御力,―,―,―,-10.0,0.0,0.0,0.0,―,―,0.0,0.0,0,―,0,0,0,0,―,0,―,0,0,1,0,1,0,21,21
184,MON_M001_A04a,ブレイクカウンター,ブレイク,カウンター,モンスター技,モンスター技,―,斬,―,敵,単体,5.0,0,6,33,93,192,62,63,64,66,68,1,4,4,4,4,4,0,0,0,0,0,95,-2,4,3,0,30,技,体,―,防御力,ガード不可,―,―,-20.0,100.0,0.0,0.0,―,―,0.0,0.0,0,―,1,0,0,0,魔族,0,カウンター,82,0,1,0,1,0,23,6
185,MON_M002_A01a,突進,突,突進,モンスター技,モンスター技,―,打,―,敵,単体,5.0,0,7,42,116,240,21,22,23,24,25,1,1,1,1,1,1,0,0,0,0,0,84,2,0,0,1,20,体,体,―,メカスタン,―,―,―,50.0,0.0,0.0,0.0,―,―,0.0,0.0,0,―,0,0,0,0,―,0,―,0,0,1,0,1,1,20,20
186,MON_M002_A02a,かちあげ,かち,あげ,モンスター技,モンスター技,―,打,―,敵,単体,5.0,0,7,39,109,224,28,29,30,31,32,1,2,2,2,2,2,0,0,0,0,0,85,1,0,0,0,22,筋,体,―,スタン,―,―,―,50.0,0.0,0.0,0.0,―,―,0.0,0.0,0,―,0,0,0,0,―,0,―,0,0,1,0,1,0,21,21
187,MON_M002_A05a,イノシシストライク,イノシシ,ストライク,モンスター技,モンスター技,―,打,―,敵,単体,5.0,0,6,33,93,192,43,44,45,46,48,1,4,4,4,4,4,0,0,0,0,0,84,-2,12,6,1,26,筋,体,―,―,―,―,―,0.0,0.0,0.0,0.0,―,―,0.0,0.0,0,―,0,0,0,0,―,0,―,0,0,1,1,1,0,23,23
188,MON_M002_A04a,ヒップアタック,ヒップ,アタック,モンスター技,モンスター技,―,打,―,敵,単体,5.0,0,6,36,101,208,33,34,35,36,37,1,3,3,3,3,3,0,0,0,0,0,84,2,0,0,1,23,筋,体,―,挑発,―,―,―,100.0,0.0,0.0,0.0,―,―,0.0,0.0,0,―,0,0,0,0,虫,0,―,0,0,1,0,1,1,22,22
189,MON_M002_A03a,悪臭返し,悪臭,返し,モンスター技,モンスター技,―,熱,―,敵,単体,5.0,0,7,39,109,224,31,32,33,34,35,1,2,2,2,2,2,0,0,0,0,0,100,0,2,2,1,23,知,集,―,悪臭,ガード不可,―,―,100.0,100.0,0.0,0.0,―,―,0.0,0.0,0,―,0,0,0,0,植物,0,斬インタラプト,100,0,1,0,1,0,21,4
190,MON_M002_A03a_A,悪臭,悪,悪臭,モンスター技,モンスター技,―,熱,―,敵,単体,5.0,0,7,39,109,224,22,23,24,25,26,1,2,2,2,2,2,0,0,0,0,0,94,0,2,2,1,20,知,集,―,悪臭,―,―,―,100.0,0.0,0.0,0.0,―,―,0.0,0.0,0,―,0,0,0,0,植物,0,―,0,0,1,0,1,0,21,21
191,MON_M002_A03a_B,追撃悪臭,追撃,悪臭,モンスター技,モンスター技,―,熱,―,敵,単体,5.0,0,7,39,109,224,23,24,25,26,27,1,2,2,2,2,2,0,0,0,0,0,94,0,2,2,1,21,知,集,―,悪臭,―,―,―,100.0,0.0,0.0,0.0,―,―,0.0,0.0,0,―,0,0,0,0,植物,0,チェイス,100,0,1,0,0,0,21,21
192,MON_M010_A01a,なぎ払う,なぎ,払う,モンスター技,モンスター技,―,斬,―,敵,単体,5.0,0,7,39,109,224,26,27,28,29,30,1,2,2,2,2,2,0,0,0,0,0,95,2,0,0,0,22,筋,体,―,スタン,―,―,―,50.0,0.0,0.0,0.0,―,―,0.0,0.0,0,―,0,0,0,0,―,0,―,0,0,1,0,1,0,21,21
193,MON_M010_A02a,流し斬り,流し,斬り,モンスター技,モンスター技,―,斬,―,敵,単体,5.0,0,6,36,101,208,31,32,33,34,35,1,3,3,3,3,3,0,0,0,0,0,95,1,0,0,0,23,筋,体,―,攻撃力,―,―,―,-10.0,0.0,0.0,0.0,―,―,0.0,0.0,0,―,0,0,0,0,―,0,―,0,0,1,0,1,1,22,22
194,MON_M010_B02a,みじん斬り,みじん,斬り,モンスター技,モンスター技,―,斬,―,敵,単体,5.0,0,6,33,93,192,39,40,41,42,43,1,4,4,4,4,4,0,0,0,0,0,94,-1,4,3,1,25,筋,体,―,―,―,―,―,0.0,0.0,0.0,0.0,―,―,0.0,0.0,0,―,0,0,0,0,魔族,0,―,0,0,1,1,1,0,23,23
195,MON_M010_A04a,落月破斬,落月,破斬,モンスター技,モンスター技,―,斬,―,敵,単体,5.0,0,6,36,101,208,33,34,35,36,37,1,3,3,3,3,3,0,0,0,0,0,95,3,3,3,0,23,技,体,―,―,―,―,―,0.0,0.0,0.0,0.0,―,―,0.0,0.0,0,―,0,0,0,0,―,1,―,0,0,1,0,1,2,22,22
196,MON_M011_A01a,ファングクラッシュ,ファング,クラッシュ,モンスター技,モンスター技,―,突,―,敵,単体,5.0,0,5,31,85,176,45,46,47,48,50,1,5,5,5,5,5,0,0,0,0,0,94,3,0,0,1,26,筋,体,―,防御力,―,―,―,-10.0,0.0,0.0,0.0,―,―,0.0,0.0,0,―,0,0,0,0,―,0,―,0,0,1,0,1,0,24,24
197,MON_M011_B02a,グライダースパイク,グライダー,スパイク,モンスター技,モンスター技,―,突,―,敵,単体,5.0,0,4,25,70,144,54,55,56,58,60,1,7,7,7,7,7,0,0,0,0,0,93,4,21,9,2,28,筋,体,―,攻撃力,―,―,―,-10.0,0.0,0.0,0.0,―,―,0.0,0.0,0,―,0,0,0,0,有翼,0,―,0,0,1,0,1,4,26,26
198,MON_M012_A03a,妖精のイタズラ,妖精の,イタズラ,モンスター技,モンスター技,―,雷,―,敵,単体,5.0,0,6,36,101,208,49,50,51,52,54,1,3,3,3,3,3,0,0,0,0,0,95,-2,3,3,0,27,知,体,―,―,ガード不可,―,―,0.0,100.0,0.0,0.0,―,―,0.0,0.0,0,対空,0,0,0,0,水棲,1,打インタラプト,100,0,1,0,1,0,22,5
199,MON_M012_A04a,妖精のオシオキ,妖精の,オシオキ,モンスター技,モンスター技,―,冷,―,敵,単体,5.0,0,6,36,101,208,49,50,51,52,54,1,3,3,3,3,3,0,0,0,0,0,95,1,3,3,0,27,知,体,―,―,ガード不可,―,―,0.0,100.0,0.0,0.0,―,―,0.0,0.0,0,対空,0,0,0,0,獣,1,突インタラプト,100,0,1,0,1,0,22,5
200,MON_M021_A01a,ビンタ,ビン,ビンタ,モンスター技,モンスター技,―,打,―,敵,単体,5.0,0,6,36,101,208,35,36,37,38,39,1,3,3,3,3,3,0,0,0,0,0,90,0,0,0,0,24,筋,体,―,挑発,―,―,―,100.0,0.0,0.0,0.0,―,―,0.0,0.0,0,―,0,0,0,0,―,0,―,0,0,1,0,1,0,22,22
201,MON_M021_A02a,割り込みチョップ,割り込み,チョップ,モンスター技,モンスター技,―,打,―,敵,単体,5.0,0,6,33,93,192,59,60,61,63,65,1,4,4,4,4,4,0,0,0,0,0,99,-1,4,3,1,30,技,体,―,メカスタン,ガード不可,―,―,50.0,100.0,0.0,0.0,―,―,0.0,0.0,0,―,0,0,0,0,―,0,突インタラプト,100,0,1,0,1,0,23,6
202,MON_M021_A03a,挟み込み,挟み,込み,モンスター技,モンスター技,―,打,―,敵,単体,5.0,0,5,31,85,176,43,44,45,46,48,1,5,5,5,5,5,0,0,0,0,0,95,2,5,3,0,26,筋,体,―,スタン,―,―,―,50.0,0.0,0.0,0.0,―,―,0.0,0.0,0,―,0,0,0,0,精霊,0,―,0,0,1,0,1,1,24,24
203,MON_M021_A04a,岩石投げ,岩石,投げ,モンスター技,モンスター技,―,打,―,敵,単体,5.0,0,5,31,85,176,44,45,46,47,49,1,5,5,5,5,5,0,0,0,0,0,83,-2,5,3,2,26,技,体,―,すばやさ,―,―,―,-8.0,0.0,0.0,0.0,―,―,0.0,0.0,0,対空,0,0,0,0,虫,1,―,0,0,1,1,1,0,24,24
204,MON_M021_A05a,ヤシの実爆弾,ヤシ,爆弾,モンスター技,モンスター技,―,打,―,敵,単体,5.0,0,5,28,77,160,55,56,57,59,61,1,6,6,6,6,6,0,0,0,0,0,80,1,18,8,0,29,知,集,―,―,―,―,―,0.0,0.0,0.0,0.0,―,―,0.0,0.0,0,対空,0,0,0,0,―,1,―,0,0,1,0,1,1,25,25
205,MON_M022_A02a,目つぶし花粉,目つぶし,花粉,モンスター技,モンスター技,―,打,―,敵,全体,5.0,0,6,36,101,208,15,16,17,18,19,1,3,3,3,3,3,0,0,0,0,0,95,2,0,0,0,15,技,集,―,暗闇,―,―,―,50.0,0.0,0.0,0.0,―,―,0.0,0.0,0,対空,0,0,0,0,―,0,―,0,0,1,1,1,1,22,22
